k=0.800,k=0.825,k=0.850,k=0.875,k=0.900,k=0.925,k=0.950,k=0.975,k=1.000,k=1.025,k=1.050,k=1.075,k=1.100,k=1.125,k=1.150,k=1.175,T,Price,Strike
0.727554,0.725303,0.723224,0.721309,0.719552,0.717945,0.716483,0.715158,0.713965,0.712896,0.711945,0.711106,0.710374,0.709743,0.709206,0.708759,0.738210,0.154676,0.847949
0.620079,0.619494,0.618929,0.618383,0.617853,0.617340,0.616843,0.616360,0.615892,0.615436,0.614993,0.614562,0.614143,0.613734,0.613335,0.612947,0.515004,0.300517,1.195410
0.671732,0.666934,0.662242,0.657653,0.653160,0.648760,0.644450,0.640227,0.636086,0.632026,0.628044,0.624137,0.620304,0.616542,0.612850,0.609226,1.740529,0.287898,0.939746
0.422447,0.421234,0.420060,0.418924,0.417823,0.416755,0.415720,0.414714,0.413738,0.412790,0.411867,0.410970,0.410098,0.409248,0.408420,0.407614,1.464915,0.447193,1.361035
0.728780,0.728462,0.728177,0.727923,0.727698,0.727499,0.727325,0.727173,0.727043,0.726933,0.726842,0.726768,0.726710,0.726668,0.726639,0.726624,1.150930,0.506162,1.289941
0.819213,0.818593,0.818072,0.817642,0.817298,0.817033,0.816842,0.816720,0.816661,0.816662,0.816717,0.816824,0.816978,0.817175,0.817413,0.817689,0.725108,0.468162,1.269434
0.401205,0.400694,0.400266,0.399916,0.399638,0.399428,0.399282,0.399195,0.399163,0.399182,0.399248,0.399358,0.399508,0.399696,0.399918,0.400172,0.402232,-0.002625,0.665137
0.818826,0.814600,0.810528,0.806606,0.802829,0.799192,0.795690,0.792321,0.789079,0.785962,0.782965,0.780087,0.777322,0.774669,0.772124,0.769684,0.984344,0.142169,0.701074
0.732827,0.732661,0.732501,0.732345,0.732193,0.732046,0.731902,0.731762,0.731626,0.731493,0.731363,0.731236,0.731112,0.730991,0.730872,0.730756,1.194448,0.424184,1.180762
0.207888,0.196749,0.185561,0.174331,0.163087,0.151903,0.140940,0.130565,0.121544,0.115220,0.112818,0.113987,0.117328,0.121732,0.126594,0.131605,1.259959,0.347000,1.331738
0.462712,0.461693,0.460796,0.460014,0.459340,0.458768,0.458292,0.457907,0.457607,0.457386,0.457240,0.457163,0.457150,0.457198,0.457302,0.457457,0.744761,0.344685,1.278223
0.685820,0.683925,0.682082,0.680286,0.678537,0.676830,0.675165,0.673539,0.671949,0.670396,0.668876,0.667388,0.665931,0.664504,0.663105,0.661733,1.511241,0.283002,0.931543
0.370961,0.363646,0.356771,0.350438,0.344761,0.339869,0.335889,0.332926,0.331045,0.330251,0.330485,0.331633,0.333552,0.336089,0.339103,0.342467,0.627309,0.068815,0.913184
0.634069,0.631090,0.628259,0.625572,0.623023,0.620608,0.618323,0.616163,0.614125,0.612204,0.610396,0.608698,0.607106,0.605614,0.604221,0.602922,0.913218,0.365309,1.192676
0.471015,0.467429,0.463949,0.460573,0.457298,0.454121,0.451042,0.448057,0.445166,0.442367,0.439658,0.437039,0.434508,0.432065,0.429708,0.427436,0.908539,0.431966,1.380762
0.319804,0.313055,0.306327,0.299617,0.292921,0.286240,0.279580,0.272951,0.266373,0.259875,0.253502,0.247314,0.241384,0.235800,0.230650,0.226011,0.389130,0.264382,1.269043
0.703696,0.703360,0.703044,0.702747,0.702468,0.702205,0.701957,0.701724,0.701504,0.701297,0.701102,0.700918,0.700745,0.700581,0.700427,0.700282,1.120982,0.128615,0.735059
0.435027,0.428092,0.421224,0.414414,0.407657,0.400943,0.394269,0.387626,0.381009,0.374413,0.367832,0.361261,0.354695,0.348129,0.341559,0.334982,1.227203,0.267524,1.214941
0.539186,0.535527,0.531937,0.528411,0.524947,0.521540,0.518187,0.514886,0.511634,0.508428,0.505265,0.502145,0.499064,0.496020,0.493013,0.490039,0.474294,0.025392,0.670801
0.700214,0.700147,0.700082,0.700019,0.699958,0.699898,0.699840,0.699784,0.699729,0.699676,0.699623,0.699572,0.699522,0.699474,0.699426,0.699379,0.436859,0.436858,1.348730
0.856044,0.853919,0.851889,0.849950,0.848095,0.846322,0.844626,0.843003,0.841450,0.839964,0.838541,0.837178,0.835874,0.834625,0.833429,0.832283,0.794362,0.161736,0.760059
0.734942,0.733110,0.731330,0.729598,0.727913,0.726271,0.724670,0.723109,0.721584,0.720096,0.718642,0.717220,0.715829,0.714467,0.713135,0.711829,0.836945,0.484368,1.341699
0.534932,0.530575,0.526431,0.522501,0.518785,0.515285,0.511999,0.508928,0.506069,0.503422,0.500982,0.498747,0.496712,0.494870,0.493216,0.491744,1.680166,0.103022,0.642090
0.844851,0.844284,0.843734,0.843199,0.842679,0.842172,0.841679,0.841198,0.840729,0.840272,0.839825,0.839388,0.838961,0.838543,0.838134,0.837734,1.842539,0.177898,0.608887
0.685082,0.684422,0.683787,0.683173,0.682581,0.682009,0.681456,0.680921,0.680402,0.679900,0.679412,0.678939,0.678480,0.678034,0.677600,0.677179,0.507517,0.265438,1.126270
0.471200,0.466276,0.461432,0.456662,0.451962,0.447326,0.442751,0.438233,0.433768,0.429354,0.424987,0.420665,0.416385,0.412144,0.407940,0.403771,0.673635,0.023631,0.671191
0.338710,0.330082,0.321466,0.312856,0.304249,0.295644,0.287042,0.278447,0.269870,0.261324,0.252832,0.244425,0.236148,0.228059,0.220233,0.212764,1.825226,0.228538,1.170605
0.692989,0.692878,0.692771,0.692666,0.692565,0.692467,0.692371,0.692277,0.692186,0.692098,0.692011,0.691927,0.691844,0.691764,0.691685,0.691608,1.645538,0.504512,1.241504
0.398237,0.392790,0.387728,0.383077,0.378862,0.375107,0.371832,0.369049,0.366764,0.364975,0.363670,0.362827,0.362418,0.362409,0.362762,0.363437,0.845835,0.323320,1.270020
0.503488,0.501083,0.498752,0.496492,0.494301,0.492174,0.490109,0.488104,0.486155,0.484261,0.482420,0.480629,0.478887,0.477192,0.475542,0.473936,1.347931,0.345222,1.188184
0.740653,0.737370,0.734165,0.731032,0.727968,0.724970,0.722034,0.719157,0.716337,0.713570,0.710855,0.708190,0.705571,0.702998,0.700469,0.697981,0.119598,0.255773,1.217090
0.455444,0.452783,0.450184,0.447645,0.445162,0.442733,0.440355,0.438026,0.435744,0.433506,0.431311,0.429157,0.427043,0.424966,0.422926,0.420921,0.646495,0.412672,1.378809
0.361466,0.359381,0.357470,0.355731,0.354163,0.352763,0.351529,0.350456,0.349539,0.348772,0.348149,0.347663,0.347306,0.347069,0.346945,0.346926,1.440582,0.068735,0.812012
0.399023,0.394933,0.391049,0.387372,0.383899,0.380628,0.377558,0.374685,0.372009,0.369525,0.367231,0.365123,0.363196,0.361446,0.359867,0.358454,1.746145,0.302873,1.173926
0.756710,0.756527,0.756354,0.756188,0.756031,0.755880,0.755737,0.755600,0.755469,0.755343,0.755223,0.755108,0.754997,0.754891,0.754790,0.754692,0.295542,0.361827,1.295605
0.824092,0.821899,0.819775,0.817718,0.815722,0.813786,0.811906,0.810080,0.808305,0.806578,0.804898,0.803262,0.801669,0.800117,0.798603,0.797128,0.800913,0.296907,1.036035
0.529465,0.527538,0.525711,0.523979,0.522339,0.520786,0.519317,0.517928,0.516615,0.515377,0.514208,0.513108,0.512072,0.511097,0.510182,0.509324,1.095713,0.041359,0.625879
0.761549,0.761199,0.760861,0.760533,0.760214,0.759903,0.759602,0.759308,0.759021,0.758742,0.758470,0.758204,0.757945,0.757691,0.757443,0.757201,1.587046,0.148586,0.660254
0.538491,0.537116,0.535784,0.534494,0.533243,0.532029,0.530850,0.529704,0.528591,0.527508,0.526454,0.525428,0.524428,0.523454,0.522504,0.521577,0.240326,-0.000587,0.626074
0.696380,0.694780,0.693288,0.691898,0.690602,0.689397,0.688277,0.687238,0.686274,0.685382,0.684559,0.683799,0.683100,0.682459,0.681873,0.681338,1.611379,0.523858,1.254395
0.783591,0.778528,0.773584,0.768754,0.764032,0.759414,0.754896,0.750476,0.746148,0.741911,0.737761,0.733696,0.729713,0.725811,0.721987,0.718240,1.575816,0.370288,0.989160
0.603191,0.602750,0.602323,0.601910,0.601509,0.601120,0.600742,0.600374,0.600017,0.599669,0.599331,0.599001,0.598679,0.598365,0.598059,0.597759,0.710134,0.373496,1.260840
0.210660,0.204641,0.198585,0.192491,0.186351,0.180172,0.173976,0.167810,0.161766,0.156015,0.150817,0.146478,0.143214,0.141049,0.139840,0.139389,0.245005,0.014344,0.907910
0.670960,0.668872,0.666960,0.665217,0.663636,0.662212,0.660938,0.659807,0.658812,0.657948,0.657206,0.656581,0.656066,0.655654,0.655340,0.655116,0.801381,0.079032,0.688379
0.457134,0.450426,0.443924,0.437633,0.431562,0.425718,0.420111,0.414750,0.409646,0.404808,0.400245,0.395967,0.391980,0.388289,0.384898,0.381806,1.924428,0.327069,1.196582
0.589947,0.586010,0.582223,0.578586,0.575094,0.571748,0.568544,0.565482,0.562628,0.559778,0.557132,0.554622,0.552246,0.550001,0.547885,0.545896,0.670359,0.119498,0.862598
0.738988,0.736902,0.734898,0.732969,0.731114,0.729327,0.727606,0.725948,0.724350,0.722809,0.721322,0.719887,0.718503,0.717166,0.715875,0.714629,1.636648,0.538010,1.257715
0.690197,0.687154,0.684254,0.681494,0.678869,0.676375,0.674006,0.671760,0.669633,0.667620,0.665719,0.663925,0.662236,0.660646,0.659154,0.657754,0.624502,0.058111,0.606152
0.807596,0.807366,0.807143,0.806927,0.806717,0.806514,0.806317,0.806125,0.805939,0.805757,0.805581,0.805409,0.805241,0.805077,0.804917,0.804761,0.713409,0.094927,0.700293
0.787949,0.783926,0.780058,0.776339,0.772765,0.769330,0.766031,0.762863,0.759823,0.756906,0.754110,0.751430,0.748863,0.746407,0.744057,0.741811,0.831329,0.128195,0.668848
0.470222,0.461462,0.452770,0.444139,0.435563,0.427039,0.418563,0.410131,0.401743,0.393398,0.385098,0.376843,0.368640,0.360493,0.352410,0.344403,1.360565,0.225248,1.061426
0.508557,0.508279,0.508026,0.507796,0.507587,0.507399,0.507229,0.507076,0.506940,0.506819,0.506711,0.506618,0.506536,0.506466,0.506408,0.506359,1.984792,0.504863,1.318457
0.806891,0.806506,0.806138,0.805786,0.805447,0.805122,0.804810,0.804510,0.804221,0.803943,0.803674,0.803416,0.803166,0.802925,0.802692,0.802466,1.777028,0.400111,0.991699
0.548135,0.544464,0.540953,0.537596,0.534389,0.531326,0.528404,0.525618,0.522964,0.520438,0.518036,0.515754,0.513588,0.511535,0.509591,0.507752,1.565053,0.361642,1.174902
0.860035,0.857307,0.854716,0.852256,0.849921,0.847707,0.845606,0.843615,0.841728,0.839941,0.838250,0.836651,0.835139,0.833711,0.832363,0.831092,0.305369,0.371481,1.274902
0.742133,0.739323,0.736578,0.733895,0.731270,0.728700,0.726182,0.723714,0.721294,0.718919,0.716586,0.714295,0.712044,0.709830,0.707651,0.705508,0.478973,0.272772,1.124512
0.870447,0.867937,0.865583,0.863379,0.861318,0.859393,0.857599,0.855929,0.854379,0.852942,0.851614,0.850390,0.849264,0.848232,0.847289,0.846431,0.390066,0.306114,1.143457
0.597867,0.597370,0.596919,0.596510,0.596141,0.595809,0.595512,0.595247,0.595012,0.594805,0.594626,0.594471,0.594339,0.594229,0.594140,0.594070,0.511729,0.325861,1.235254
0.745290,0.742038,0.738868,0.735775,0.732755,0.729805,0.726921,0.724099,0.721338,0.718634,0.715984,0.713387,0.710840,0.708340,0.705887,0.703478,1.854238,0.259943,0.786816
0.684397,0.681628,0.678976,0.676435,0.674000,0.671665,0.669426,0.667279,0.665219,0.663244,0.661348,0.659530,0.657786,0.656112,0.654506,0.652965,1.549143,0.121499,0.616113
0.594777,0.591766,0.588856,0.586041,0.583317,0.580679,0.578125,0.575650,0.573251,0.570925,0.568669,0.566479,0.564355,0.562292,0.560290,0.558345,1.923960,0.183370,0.774512
0.659669,0.658319,0.657055,0.655872,0.654766,0.653733,0.652769,0.651869,0.651032,0.650252,0.649528,0.648857,0.648235,0.647659,0.647129,0.646641,0.432180,0.179077,1.003809
0.624285,0.622278,0.620323,0.618418,0.616559,0.614744,0.612971,0.611238,0.609542,0.607883,0.606259,0.604667,0.603108,0.601578,0.600078,0.598605,0.842092,0.297302,1.140527
0.456170,0.450260,0.444502,0.438902,0.433467,0.428207,0.423134,0.418261,0.413603,0.409177,0.404999,0.401084,0.397446,0.394096,0.391042,0.388285,0.383982,0.014998,0.687207
0.477821,0.471892,0.466113,0.460488,0.455022,0.449723,0.444601,0.439666,0.434931,0.430410,0.426118,0.422068,0.418274,0.414748,0.411497,0.408527,0.316132,0.224022,1.192285
0.379250,0.376414,0.373936,0.371831,0.370105,0.368763,0.367801,0.367210,0.366975,0.367072,0.367477,0.368160,0.369090,0.370237,0.371570,0.373061,0.905731,0.247694,1.177441
0.560199,0.558899,0.557651,0.556454,0.555304,0.554199,0.553136,0.552114,0.551131,0.550184,0.549273,0.548395,0.547549,0.546733,0.545947,0.545188,0.236582,0.316194,1.304004
0.858193,0.858032,0.857877,0.857729,0.857586,0.857448,0.857315,0.857186,0.857063,0.856943,0.856827,0.856715,0.856606,0.856501,0.856399,0.856300,1.074188,0.364933,1.021582
0.596021,0.594930,0.593945,0.593061,0.592273,0.591574,0.590960,0.590425,0.589965,0.589576,0.589253,0.588993,0.588790,0.588642,0.588545,0.588496,0.560394,0.064933,0.742871
0.670871,0.667919,0.665053,0.662268,0.659561,0.656927,0.654364,0.651867,0.649435,0.647063,0.644750,0.642493,0.640289,0.638138,0.636035,0.633981,1.792002,0.502933,1.247363
0.427596,0.422537,0.417644,0.412913,0.408344,0.403935,0.399685,0.395592,0.391656,0.387877,0.384253,0.380785,0.377471,0.374311,0.371304,0.368448,1.894480,0.103161,0.707324
0.770735,0.765913,0.761194,0.756573,0.752045,0.747604,0.743248,0.738970,0.734769,0.730640,0.726580,0.722587,0.718656,0.714787,0.710976,0.707221,1.852834,0.388749,1.004199
0.459483,0.452900,0.446347,0.439815,0.433294,0.426774,0.420246,0.413700,0.407123,0.400506,0.393835,0.387098,0.380280,0.373364,0.366331,0.359161,0.564606,0.146750,1.032129
0.788787,0.785938,0.783174,0.780492,0.777886,0.775354,0.772891,0.770495,0.768163,0.765891,0.763678,0.761521,0.759417,0.757365,0.755363,0.753409,0.556183,0.123471,0.795215
0.290955,0.284940,0.278993,0.273122,0.267341,0.261670,0.256139,0.250787,0.245666,0.240837,0.236370,0.232331,0.228780,0.225757,0.223274,0.221320,0.446218,0.027417,0.901660
0.422922,0.419786,0.416716,0.413707,0.410757,0.407862,0.405021,0.402230,0.399488,0.396793,0.394142,0.391534,0.388969,0.386443,0.383956,0.381506,1.308156,0.351054,1.274707
0.606613,0.605498,0.604451,0.603469,0.602548,0.601685,0.600875,0.600116,0.599406,0.598740,0.598118,0.597536,0.596993,0.596486,0.596014,0.595574,1.142039,0.473470,1.323926
0.422111,0.416939,0.411973,0.407216,0.402669,0.398334,0.394215,0.390314,0.386633,0.383174,0.379938,0.376926,0.374136,0.371568,0.369219,0.367083,1.685313,0.158329,0.923145
0.713540,0.713286,0.713074,0.712899,0.712759,0.712652,0.712575,0.712526,0.712503,0.712504,0.712527,0.712571,0.712635,0.712716,0.712814,0.712927,1.769073,0.317494,0.914551
0.438034,0.435102,0.432416,0.429968,0.427752,0.425763,0.423992,0.422434,0.421078,0.419917,0.418942,0.418143,0.417510,0.417035,0.416707,0.416516,1.946421,0.134754,0.798535
0.605075,0.604560,0.604128,0.603773,0.603489,0.603272,0.603117,0.603020,0.602976,0.602982,0.603035,0.603130,0.603265,0.603437,0.603643,0.603881,0.752248,0.199178,0.984082
0.760797,0.759150,0.757604,0.756154,0.754795,0.753522,0.752332,0.751219,0.750179,0.749210,0.748308,0.747468,0.746689,0.745967,0.745298,0.744681,1.603424,0.295189,0.880566
0.357511,0.350174,0.343085,0.336312,0.329945,0.324098,0.318900,0.314490,0.310989,0.308480,0.306983,0.306449,0.306773,0.307818,0.309440,0.311504,0.471018,0.083039,0.988379
0.564612,0.563536,0.562512,0.561535,0.560603,0.559714,0.558865,0.558054,0.557279,0.556538,0.555830,0.555151,0.554502,0.553880,0.553285,0.552714,1.930511,0.156750,0.740137
0.797275,0.797065,0.796861,0.796665,0.796475,0.796291,0.796113,0.795940,0.795773,0.795610,0.795452,0.795298,0.795148,0.795003,0.794861,0.794723,0.428904,0.091520,0.801855
0.569322,0.566055,0.563117,0.560507,0.558221,0.556255,0.554602,0.553252,0.552193,0.551413,0.550896,0.550624,0.550582,0.550752,0.551114,0.551652,0.722300,0.088979,0.775684
0.430716,0.426900,0.423164,0.419506,0.415922,0.412407,0.408960,0.405577,0.402255,0.398991,0.395785,0.392632,0.389532,0.386483,0.383483,0.380530,1.732574,0.076851,0.699707
0.724274,0.720684,0.717204,0.713829,0.710556,0.707379,0.704295,0.701301,0.698392,0.695566,0.692820,0.690151,0.687557,0.685035,0.682584,0.680200,0.529043,0.064816,0.666113
0.770945,0.766676,0.762513,0.758450,0.754483,0.750608,0.746821,0.743117,0.739493,0.735947,0.732476,0.729076,0.725745,0.722481,0.719281,0.716144,1.510773,0.419941,1.096582
0.670205,0.667299,0.664497,0.661796,0.659193,0.656682,0.654261,0.651927,0.649675,0.647504,0.645410,0.643391,0.641444,0.639567,0.637758,0.636014,1.603892,0.225604,0.847363
0.725795,0.722846,0.719982,0.717199,0.714492,0.711858,0.709293,0.706794,0.704359,0.701983,0.699666,0.697403,0.695194,0.693035,0.690926,0.688863,1.489248,0.361649,1.035059
0.578143,0.576106,0.574234,0.572522,0.570963,0.569553,0.568286,0.567155,0.566154,0.565278,0.564521,0.563876,0.563337,0.562898,0.562554,0.562298,0.217865,0.006903,0.692090
0.734948,0.730528,0.726251,0.722110,0.718101,0.714220,0.710462,0.706824,0.703301,0.699891,0.696591,0.693397,0.690307,0.687318,0.684428,0.681635,0.533254,0.316453,1.185059
0.675273,0.674747,0.674241,0.673753,0.673283,0.672829,0.672390,0.671966,0.671555,0.671158,0.670773,0.670399,0.670037,0.669686,0.669344,0.669012,0.589406,0.274638,1.109082
0.424334,0.419484,0.414708,0.410001,0.405361,0.400783,0.396267,0.391809,0.387409,0.383064,0.378774,0.374539,0.370360,0.366237,0.362172,0.358166,0.417206,0.068312,0.925488
0.440610,0.439633,0.438687,0.437769,0.436878,0.436014,0.435173,0.434355,0.433560,0.432785,0.432030,0.431294,0.430577,0.429876,0.429192,0.428525,1.547740,0.088808,0.747949
0.377580,0.368593,0.359593,0.350579,0.341552,0.332527,0.323528,0.314598,0.305803,0.297235,0.289014,0.281285,0.274207,0.267928,0.262556,0.258139,0.556651,0.022378,0.807910
0.712803,0.710970,0.709321,0.707846,0.706536,0.705383,0.704378,0.703514,0.702781,0.702173,0.701682,0.701300,0.701021,0.700839,0.700746,0.700737,1.887461,0.162587,0.642480
0.736823,0.733758,0.730837,0.728057,0.725410,0.722893,0.720502,0.718231,0.716077,0.714036,0.712103,0.710275,0.708549,0.706919,0.705384,0.703938,0.703583,0.528692,1.392871
0.650165,0.645289,0.640600,0.636093,0.631765,0.627610,0.623624,0.619804,0.616145,0.612644,0.609297,0.606101,0.603051,0.600145,0.597378,0.594748,1.777964,0.248144,0.911035
0.793191,0.789621,0.786137,0.782734,0.779409,0.776158,0.772976,0.769861,0.766810,0.763819,0.760887,0.758010,0.755187,0.752415,0.749692,0.747016,0.863617,0.212344,0.871387
0.774362,0.767768,0.761306,0.754970,0.748756,0.742659,0.736675,0.730801,0.725033,0.719371,0.713812,0.708356,0.703000,0.697745,0.692592,0.687539,0.483185,0.437865,1.350488
0.797784,0.797474,0.797185,0.796916,0.796665,0.796431,0.796214,0.796011,0.795822,0.795646,0.795482,0.795330,0.795188,0.795057,0.794936,0.794823,1.167775,0.183603,0.770996
0.442328,0.438592,0.435137,0.431973,0.429112,0.426562,0.424330,0.422420,0.420831,0.419559,0.418594,0.417923,0.417527,0.417386,0.417479,0.417781,0.194000,0.341362,1.339355
0.527932,0.527413,0.526910,0.526422,0.525948,0.525488,0.525040,0.524604,0.524180,0.523767,0.523364,0.522970,0.522586,0.522212,0.521845,0.521487,1.180878,0.059064,0.669238
0.648641,0.642016,0.635490,0.629056,0.622709,0.616447,0.610264,0.604158,0.598126,0.592166,0.586276,0.580454,0.574699,0.569011,0.563389,0.557832,1.784047,0.289122,0.933691
0.619701,0.619581,0.619466,0.619355,0.619250,0.619148,0.619050,0.618956,0.618866,0.618778,0.618694,0.618613,0.618534,0.618458,0.618385,0.618314,1.393321,0.271651,0.966113
0.756210,0.753675,0.751206,0.748799,0.746452,0.744161,0.741924,0.739738,0.737600,0.735509,0.733463,0.731458,0.729495,0.727570,0.725682,0.723831,0.405507,0.141143,0.900098
0.743289,0.742752,0.742233,0.741730,0.741241,0.740767,0.740307,0.739859,0.739423,0.738999,0.738585,0.738182,0.737789,0.737405,0.737030,0.736664,1.610443,0.442618,1.116309
0.725297,0.721128,0.717133,0.713310,0.709651,0.706155,0.702815,0.699629,0.696592,0.693700,0.690951,0.688338,0.685860,0.683513,0.681291,0.679192,0.825714,0.346939,1.142090
0.681447,0.677563,0.673860,0.670331,0.666972,0.663778,0.660743,0.657862,0.655132,0.652548,0.650104,0.647797,0.645622,0.643574,0.641650,0.639844,1.535105,0.275046,0.932324
0.807020,0.803402,0.799896,0.796497,0.793200,0.790000,0.786894,0.783877,0.780948,0.778101,0.775334,0.772645,0.770031,0.767489,0.765017,0.762613,0.322215,0.398943,1.312793
0.418479,0.411661,0.404928,0.398277,0.391701,0.385195,0.378755,0.372377,0.366057,0.359791,0.353576,0.347409,0.341287,0.335209,0.329171,0.323173,1.891205,0.414467,1.362793
0.761164,0.758553,0.756138,0.753912,0.751867,0.749996,0.748293,0.746750,0.745360,0.744116,0.743012,0.742040,0.741194,0.740467,0.739853,0.739345,0.115855,0.206364,1.166504
0.613163,0.611491,0.609900,0.608387,0.606947,0.605577,0.604274,0.603034,0.601854,0.600731,0.599663,0.598647,0.597681,0.596762,0.595888,0.595058,1.534637,0.276848,0.955957
0.671303,0.667822,0.664472,0.661245,0.658137,0.655144,0.652261,0.649484,0.646809,0.644232,0.641749,0.639359,0.637057,0.634840,0.632705,0.630650,1.325470,0.162592,0.760840
0.507330,0.503840,0.500436,0.497113,0.493868,0.490696,0.487596,0.484562,0.481594,0.478687,0.475840,0.473050,0.470315,0.467633,0.465002,0.462421,1.695140,0.085412,0.663184
0.652242,0.647038,0.641921,0.636887,0.631930,0.627045,0.622229,0.617478,0.612788,0.608156,0.603579,0.599054,0.594578,0.590150,0.585767,0.581428,1.911326,0.238965,0.847168
